COUNTY,COURT CODE,COURT NAME,ADDRESS,PHONE,FAX,JUDGE,CT ADMIN,COURT DAYS,OFFICE HOURS,
GLOUCESTER,810,MANTUA JOINT MUNICIPAL COURT,397 MAIN STREET MANTUA NJ 08051,856-468-3078,8564683823,KELLY A CONROY,SARAH POWELL,"1ST, 2ND & 3RD MONDAY/THURSDAY",MON-FRI 8:30AM - 4:00PM,
SOMERSET,1811,MANVILLE BORO MUNICIPAL COURT,379 SOUTH BRANCH RD HILLSBOROUGH NJ 08844,908-369-3532,9083694401,FRANCESCO TADDEO,SUSAN KEETH,MONDAYS,MON-FRI 8:00AM - 4:00PM,
BURLINGTON,320,MAPLE SHADE TWP MUN COURT,200 STILES AVE MAPLE SHADE NJ 08052,856-779-9610,8567792524,COREY E AHART,LISA GONTESKI,2ND & 4TH MONDAYS,2ND & 4TH MONDAYS,
ESSEX,999,MARGATE MUNICIPAL COURT,9001 WINCHESTER AVE MARGATE NJ 08402,609-822-1998,6098228316,JOHN H ROSENBERGER,MAUREEN E. LARKIN,WINTER: 2ND/4TH MONDAY JULY-SEPTEMBER: MONDAYS,9:00AM - 4:00PM M-F,9:00AM - 4:00PM M-F
ATLANTIC,116,MARGATE MUNICIPAL COURT,9001 WINCHESTER AVE MARGATE NJ 08402,609-822-1998,,JOHN H ROSENBERGER,,MAUREEN E. LARKIN,WINTER: 2ND/4TH MONDAY JULY-SEPTEMBER: MONDAYS,
MONMOUTH,1328,MARLBORO TWP MUNICIPAL COURT,1979 TOWNSHIP DRIVE MARLBORO NJ 07746,732-536-0300,7325910608,JAMES M NEWMAN,KRISTY MEYERS,"THURSDAYS: 9AM, 10AM & 11AM - MAINLY VIRTUAL",9:00AM - 4:00PM (M-TH),
MONMOUTH,1329,MATAWAN BORO MUNICIPAL COURT,1 ABERDEEN SQUARE ABERDEEN NJ 07747,732-583-4200,7325834105,"MICHAEL G CELLI,JR",MICHELE WIECZORECK,EVERY WEDNESDAY,MON-FRI 8:30AM - 4:00 PM,
CUMBERLAND,609,MAURICE RIVER MUNICIPAL COURT,736 EAST LANDIS AVE VINELAND NJ 08360,856-794-4214,8564054619,DEMETRICA TODD,RACHELE M. D'IPPOLITO,1ST & 4TH MONDAYS,9:00AM - 3:00PM,
BERGEN,234,MAYWOOD BORO MUNICIPAL COURT,1 JOCKISH SQUARE PARAMUS NJ 07652,201-265-2100,2012656428,FRANCIS A CIAMBRONE,CYNTHIA A. HOLMES,"1ST, 2ND, 3RD TUESDAY  PARAMUS",M-F 9:00AM - 4:00PM,
BURLINGTON,322,MEDFORD LAKES MUNICIPAL COURT,1 CABIN CIRCLE MEDFORD LAKES NJ 08055,609-654-7589,6096547432,PETER C LANGE JR,LENA CREER,1ST MONDAY,M.W 8:30-4:30P T&TH 11:30-4:30,
BURLINGTON,321,MEDFORD TWP MUNICIPAL COURT,91 UNION STREET MEDFORD NJ 08055,609-654-8813,6099534087,PETER C LANGE JR,JAN SIMONETTI,THURSDAYS 10 AM VIRTUAL,8:00 AM - 4:00 PM,
MORRIS,1418,MENDHAM BORO MUNICIPAL COURT,43 SCHOOLEYS MOUNTAI LONG VALLEY NJ 07853,908-876-3852,9088760058,FRANK P LEANZA,JAN SIMONETTI,THURSDAYS 10 AM VIRTUAL,8:00 AM - 4:00 PM,
MORRIS,1419,MENDHAM TWP MUNICIPAL COURT,1 PARKER ROAD CHESTER NJ 07930,908-879-5100,9088798281,GLENN T. GAVAN,INGRID OCONNOR,1ST AND 3RD THURSDAYS,9:00 AM - 4:00 PM,
CAMDEN,424,MERCHANTVILLE BORO COURT,1 WEST MAPLE AVE MERCHANTVILLE NJ 08109,856-662-7560,8566622602,BRIAN K. HERMAN,MAUREEN F FINNEGAN,WEDNESDAYS,8:30AM - 3:30PM,
MIDDLESEX,1210,METUCHEN MUNICIPAL COURT,500 MAIN STREET METUCHEN NJ 08840,732-632-8505,7326328540,JAMES P. HOEBICH,WAHJIRA WILLIAMS-FISHER,,8:00 AM - 4:00 PM,
CAPE MAY,506,MIDDLE TWP MUNICIPAL COURT,2 SOUTH BOYD STREET CAPE MAY CT HSE NJ 08210,609-465-8729,6094654015,THOMAS D. KEYWOOD,DEBORAH BECKER,THURSDAY,MON-FRI 8:30AM - 3:30PM,
MIDDLESEX,1211,MIDDLESEX BORO MUNICIPAL COURT,1200 MOUNTAIN AVE MIDDLESEX NJ 08846,732-356-4644,7323565053,SPERO KALAMBAKAS,MERARI GAUD,,9:00 AM - 4:00 PM,
MONMOUTH,1331,MIDDLETOWN TWP MUNICIPAL COURT,1 KINGS HWY TWP HALL MIDDLETOWN NJ 07748,732-615-2036,7326152122,JAMES E BERUBE,KATE CHIEFFO,1ST & 3RD MONDAYS; EVERY THURSDAY,8:00 AM - 4:00 PM,
BERGEN,235,MIDLAND PARK BORO MUNICIPAL CT,280 GODWIN AVE MIDLAND PARK NJ 07432,551-600-8299,5516008296,RICHARD J BRADY,ALLISON BLAU,1ST & 3RD WEDNESDAY,MON-FRI 8:00AM - 4:00PM,
SALEM,1715,MID-SALEM COUNTY MUNICIPAL CT,5 WEST AVE WOODSTOWN NJ 08098,856-769-2424,8569356557,MARTIN WHITCRAFT,BARBARA GARO. .O,2ND AND 4TH THURSDAYS,"M,TU 9A-3:30P, W-T-F 9A-2P",
SOMERSET,1812,MILLSTONE BORO MUNICIPAL COURT,495 DEMOTT LANE SOMERSET NJ 08873,732-873-7285,,MAUREEN VELLA,KEILA MARTINE,MONDAYS AND WEDNESDAYS,MON-FRI 9:00AM - 4:00PM,
MONMOUTH,1332,MILLSTONE TWP MUNICIPAL COURT,215 MILLSTONE RD MILLSTONE TWP NJ 08535,732-446-6219,7324464853,NICOLE SONNENBLICK,SONIA FERNANDE,TWO MONDAYS PER MONTH,9:00AM - 4:00PM,
MIDDLESEX,1212,MILLTOWN BORO MUNICIPAL COURT,39 WASHINGTON AVE MILLTOWN NJ 08850,732-247-3936,7328286318,CHRISTINE M. HEITMANN,DIONE M. LONGUILLO,,8:30AM - 4:30PM,
CUMBERLAND,610,MILLVILLE MUNICIPAL COURT,18 S HIGH ST MILLVILLE NJ 08332,856-825-7000,6465588656,JASON D. WITCHER,KIMBERLY HAMLYN,MONDAY & WEDNESDAY,MON-FRI 8:30AM - 4:30PM,
MORRIS,1420,MINE HILL TWP MUNICIPAL COURT,65 MT. HOPE RD. ROCKAWAY NJ 07866,973-627-9000,9736564000,GERARD F SMITH,RICHARD BOULINEAU,WEDNESDAYS,8:30AM - 4:30PM,
MONMOUTH,1333,MONMOUTH BEACH MUNICIPAL COURT,556 TINTON AVENUE TINTON FALLS NJ 07724,732-542-3400,7325421289,MICHAEL SHUHALA,STACY A KITSON,,"M,W,THU,FRI 8:30-4:30,TUE 8-4",
GLOUCESTER,811,MONROE TOWNSHIP M.C,125 VIRGINIA AVE. WILLIAMSTOWN NJ 08094,856-728-9800,8562428168,NICHOLAS T. LACOVARA,"CARRIE L PAPPAS, CMCA","1ST, 2ND, 4TH TUESDAY; 1ST THURSDAY",8:30AM - 4:00PM M-F,
MIDDLESEX,1213,MONROE TWP MUNICIPAL COURT,1 MUNICIPAL PLAZA MONROE TWP NJ 08831,732-521-4020,,JOSEPH LOMBARDI,DONNA LINKE,,8:30 AM - 4:30 PM,
SUSSEX,1914,MONTAGUE TWP MUNICIPAL COURT,151 US HIGHWAY 206 AUGUSTA NJ 07822,973-948-4045,9732937467,JAMES G DEVINE,SUZANNE OAKLEY,,9:00AM - 4:00PM,
SOMERSET,1813,MONTGOMERY TWP MUNICIPAL COURT,379 SOUTH BRANCH RD HILLSBOROUGH NJ 08844,908-369-3532,,FRANCESCO TADDEO,SUSAN KEETH,MONDAYS AND TUESDAYS,8:00 AM - 4:00 PM,
MORRIS,1421,MONTVILLE TWP MUNICIPAL COURT,"360 ROUTE 202, STE 2 MONTVILLE NJ 07045",973-335-1022,9733358941,JOSEPH E. DEMING,MARIA BEVACQUA,TUESDAYS,9:00AM - 4:00PM,
BERGEN,237,MOONACHIE BORO MUNICIPAL COURT,TEMPORARY LOCATION TETERBORO NJ 07608,201-641-5589,2012886205,PHILIP N BOGGIA,BRITTANY DE OLIVEIRA,3RD WEDNESDAY  TETERBOR,MON-FRI 8:30AM - 3:30PM,
BURLINGTON,323,MOORESTOWN TWP MUNICIPAL COURT,1245 N.CHURCH ST MOORESTOWN NJ 08057,856-235-0922,8569143067,LOIS F DOWNEY,KAREN MASTRANGELO,COURT HELD IN CINNAMINSON WEDNESDAYS,CRT SESSIONS HELD-CINNAMINSON,
MORRIS COUNTY,1423,MORRIS PLAINS MUNICIPAL COURT,531 SPEEDWELL AVE MORRIS PLAINS NJ 07950,973-538-4019,9735380325,MICHAEL A CARLUCCI,SARAH THORNBERRY,TUESDAYS,MON - FRI 9:00AM - 4:00PM,
MORRIS,1422,MORRIS TWP MUNICIPAL COURT,50 KINGS ROAD MADISON NJ 07940,973-593-3026,9735933029,JONATHAN ROSENBLUTH,DAWN ALLGEIER,2ND AND 4TH WEDNESDAYS,8:00AM - 4:00PM,
MORRIS,1424,MORRISTOWN MUNICIPAL COURT,PO BOX 150 MORRISTOWN NJ 07963,973-292-6687,9732926748,WILLIAM PINILIS,HEATHER PROKOP,MONDAYS;1ST TUESDAYS; 1ST & 3RD WED; 2ND & 4TH THURS,8:30 AM - 4:30 PM,
MORRIS,1425,MOUNTAIN LAKES MUNICIPAL COURT,1 SAINT MARY'S PLACE DENVILLE NJ 07834,973-625-8300,9736250241,GERARD F SMITH,ERIN GEIGER,THURSDAYS 9 AM,8:00AM - 4:00PM,
MORRIS,1426,MT ARLINGTON MUNICIPAL COURT,419 HOWARD BOULEVARD MT. ARLINGTON NJ 07856,973-398-6832,9733982309,GERARD F SMITH,ANN MARIE BELL,TUESDAYS,CALL COURT,
CAMDEN,425,MT EPHRAIM BORO COURT,500 WHITE HORSE PIKE OAKLYN NJ 08107,856-858-0074,8568589552,KRISDEN MCCRINK,DAWN ABATE-HIRST,,"MON-TH 8A-4PM, FRI 8AM-12PM",
BURLINGTON,324,MT HOLLY MUNICIPAL COURT,23 WASHINGTON STREET MT HOLLY NJ 08060,609-845-1122,,WILLIAM SITZLER,SHERRI GROVES,MONDAYS,9:00AM-4:00PM M-THURS,
BURLINGTON,325,MT LAUREL MUNICIPAL COURT,100 MOUNT LAUREL RD MT LAUREL NJ 08054,856-234-0001,8562341172,"COREY E AHART, JMC",ALLISON N GASIOROWSKI,"1ST, 2ND, 3RD, & 4TH TUESDAY; 2ND & 4TH WEDNESDAY",8:00 AM - 4:00PM M-F,
MORRIS,1427,MT OLIVE TWP MUNICIPAL COURT,204 FLANDERS-DRAKEST BUDD LAKE NJ 07828,973-691-0900,9733470860,BRIAN J LEVINE,MARY SHERMAN,MONDAYS,9:00 AM - 4:00 PM,
ATLANTIC,117,MULLICA TWP MUNICIPAL COURT,100 CENTRAL AVENUE HAMMONTON NJ 08037,609-567-4322,6095675090,FRANK RASO,CRYSTAL CZERWINSKI,TUESDAYS,MON - FRI 9:00AM - 4:30PM,
GLOUCESTER,812,NATIONAL PARK BORO MUN COURT,397 MAIN STREET MANTUA NJ 08051,856-468-3078,8564683823,KELLY CONROY,SARAH POWELL,,8:30A-4P M-F,
MONMOUTH,1335,NEPTUNE CITY MUNICIPAL COURT,106 W SYLVANIA AVE NEPTUNE CITY NJ 07753,732-775-1690,7327767842,PAUL J. CAPOTORTO,KELLY HELLWIG,1ST & 3RD WEDNESDAYS,8:30AM - 4:00PM,
MONMOUTH,1334,NEPTUNE TWP MUNICIPAL COURT,25 NEPTUNE BLVD NEPTUNE NJ 07753,732-988-5200,7329885234,ROBIN T WERNIK,URSULA POSTELL,,9:00 AM - 3:30PM,
MORRIS,1428,NETCONG BORO MUNICIPAL COURT,204 FLANDERS-DRAKEST BUDD LAKE NJ 07828,973-691-0900,9733470860,BRIAN J LEVINE,MARY SHERMAN,MONDAYS,MON - FRI 9:00 AM - 4:00 PM,
MIDDLESEX,1214,NEW BRUNSWICK MUNICIPAL COURT,25 KIRKPATRICK ST NEW BRUNSWICK NJ 08903,732-745-5089,7327455180,JAMES P HOEBICH,KIMBERLY A MILLIGAN,,0830 AM - 0400 PM,
BURLINGTON,326,NEW HANOVER MUNICIPAL COURT,2 HOCKAMICK RD COOKSTOWN NJ 08511,609-758-7172,6097582160,"R. DOUGLAS HOFFMAN, JMC",THERESA NICHOLS,4TH WEDNESDAY,7:30AM - 5:00PM M-TH,
UNION,2011,NEW PROVIDENCE MUNICIPAL COURT,360 ELKWOOD AVENUE NEW PROVIDENCE NJ 07974,908-665-1454,,JOHN DEMASSI,MACRINA CARRA,WEDNESDAYS (TWICE PER MONTH),08:30 AM - 03:00 PM,
GLOUCESTER,813,NEWFIELD BORO MUNICIPAL COURT,1571 DELSEA DRIVE FRANKLINVILLE NJ 08322,856-694-1661,8566942192,JOHN J ARMANO JR,TRACEY A. BLEDA,2ND TUESDAY,MON-FRI 8:00AM - 3:30PM,
SUSSEX,1915,NEWTON TOWN MUNICIPAL COURT,39 TRINITY ST NEWTON NJ 07860,973-383-3521,9733830465,JAMES P SLOAN,KATHERINE QUINN,TUESDAYS,8:30 AM - 4:00 PM,
MIDDLESEX,1215,NORTH BRUNSWICK COURT,710 HERMANN RD NO BRUNSWICK NJ 08902,732-247-0922,,CHRISTINE M HEITMANN,KIM MOLNAR,,M-F 8:30AM - 3:45PM,
ESSEX,715,NORTH CALDWELL MUNICIPAL COURT,141 GOULD AVENUE NO CALDWELL NJ 07006,973-228-6420,9732285195,JOSEPH C. ANGELO,ASHLEY MCMILLION,2ND & 4TH THURSDAYS  5PM,9:00AM - 4:00PM,
PASSAIC,1606,NORTH HALEDON MUNICIPAL COURT,103 OVERLOOK AVE NORTH HALEDON NJ 07508,973-423-0232,9734277793,JOHN F MEOLA,SUSAN INTURRISI,"MONDAYS, EXCEPT 2ND MONDAY OF MONTH",MON - FRI 9:00AM - 3:00PM,
BURLINGTON,327,NORTH HALEDON MUNICIPAL COURT,41 SCHOOLHOUSE RD JACOBSTOWN NJ 08562,609-758-2522,6094616100,LEWIS KORNGUT,RITA R WILLIAMS,2ND & 4TH MONDAY,8:30AM - 4:30PM,
HUNTERDON,1006,NORTH HUNTERDON MUNICIPAL CT,1370 ROUTE 31 NORTH ANNANDALE NJ 08801,908-735-3730,9087353731,ERIC PERKINS,"KIMBERLY MARINO, CMCA ,",,MON-FRI 9:00AM - 4:00PM,
SOMERSET,1814,NORTH PLAINFIELD MUNICIPAL CT,263 SOMERSET ST NO PLAINFIELD NJ 07060,908-769-2265,9087692266,BRIAN J LEVINE,JODI MACK,THURSDAYS,"COURT @ 840 SOMERSET,WATCHUNG",
WARREN,2111,NORTH WARREN MUNICIPAL COURT,PO BOX 134 HOPE NJ 07844,908-459-5800,9083628840,CHARLES CARRO,KAYLEIGH KEGGAN CA,1ST (3) THURSDAYS,TUES - THURS 9:00AM - 3:00PM,
CAPE MAY,507,NORTH WILDWOOD MUNICIPAL COURT,901 ATLANTIC AVE NORTH WILDWOOD NJ 08260,609-729-3818,6097296392,"LOUIS J. BELASCO, JR",ANGELA DERITIS,2ND/3RD/4TH TUESDAY,09:00 AM TO 04:00 PM,
ATLANTIC,118,NORTHFIELD MUNICIPAL COURT,5905 MAIN STREET MAYS LANDING NJ 08330,609-909-5999,6099095992,TIMOTHY P MAGUIRE,ANTOINETTE TUMMON,MONDAY-FRIDAY,9:00AM - 4:00PM M-F,
BERGEN,240,NORTHVALE BORO MUNICIPAL COURT,116 PARIS AVE NORTHVALE NJ 07647,201-767-3330,2017676621,ROGER A HAUSER,CLARE M. CABIBBO,ND & 4TH MONDAY,M-W-FRI 1:30PM-4:30PM,
BERGEN,241,NORWOOD BORO MUNICIPAL COURT,455 BROADWAY NORWOOD NJ 07648,201-767-7207,2017677200,ROBERT TRAVERS,LINDSAY VOLPITTA,1ST & 3RD WEDNESDAY,CALL FOR OFFICE HOURS,
BERGEN,242,OAKLAND BORO MUNICIPAL COURT,10 LAWLOR DRIVE OAKLAND NJ 07436,201-337-8140,2013374662,THOMAS A. BUONOCORE,DAWN M. BARON,1ST/3RD THURSDAY,9:00 AM - 4:00 PM,
CAPE MAY,508,OCEAN CITY MUNICIPAL COURT,821 CENTRAL AVE OCEAN CITY NJ 08226,609-525-9386,6093996111,RICHARD A RUSSELL,JULIETTE COLE,TUESDAY/THURSDAY,8:45AM - 4:30PM M-F,
OCEAN,1521,OCEAN GATE MUNICIPAL COURT,801 OCEAN GATE AVE OCEAN GATE NJ 08740,732-269-3166,6099719551,STACEY KERR,JESSIE CAMPOREALE,3RD WEDNESDAY,TUES/WED 4:30-6:30,
MONMOUTH,1337,OCEAN TOWNSHIP MUNICIPAL COURT,399 MONMOUTH RD OAKHURST NJ 07755,732-531-5005,7325315420,TIMOTHY F MCGOUGHRAN,GLORIA M WALKER,,830 AM - 430 PM,
OCEAN,1520,OCEAN TWP MUNICIPAL COURT,50 RAILROAD AVENUE WARETOWN NJ 08758,09-693-3332,6099719551,PHILIP M MILLER,STEVEN MILLETTE,1ST AND 3RD TUESDAY,8:30AM - 4:30PM,
MONMOUTH,1338,OCEANPORT BORO MUNICIPAL COURT,910 OCEANPORT WAY OCEANPORT NJ 07757,732-222-8222,7322228221,JOHN A PATTI,CAROL A SMITH,,"M,T,TH,FRI 830-430,WED 830-330",
SUSSEX,1916,OGDENSBURG BORO MUNICIPAL CT,65 MAIN STREET SPARTA NJ 07871,973-729-3501,9737264480,GLENN T GAVAN,BONNIE MESSINA,3RD TUESDAY,MON - FRI 8:30 AM - 4:30 PM,
MIDDLESEX,1209,OLD BRIDGE TWP MUNICIPAL CT,ONE OLD BRIDGE PLAZA OLD BRIDGE NJ 08857,732-721-5600,,JAMES F WEBER,SUSAN BRUCHE,,8:30AM - 4:00PM,
BERGEN,243,OLD TAPPAN BORO MUNICIPAL CT,227 OLD TAPPAN RD OLD TAPPAN NJ 07675,201-664-1849,2016640331,WARREN F CLARK,"LAUREL CARNA A ,",1ST TUESDAY,TUES & WED 1:00PM - 4:00PM,
SALEM,1707,OLDMANS TWP MUNICIPAL COURT,25 WEST AVE WOODSTOWN NJ 08098,856-769-2424,8567692424,MARTIN WHITCRAFT,BARBARA GARO. .O,,"M,TU 9A-3:30P, W-T-F 9A-2P",
BERGEN,244,ORADELL BORO MUNICIPAL COURT,ONE JOCKISH SQUARE PARAMUS NJ 07652,201-265-2100,2012656428,HON.R CONTE,CYNTHIA A HOLMES,2ND & 4TH THURSDAY @ PARAMUS,MON - FRI 9:00AM - 4:00PM,
ESSEX,717,ORANGE CITY MUNICIPAL COURT,29 PARK STREET ORANGE NJ 07050,973-952-6315,8627665294,MICHAEL HACKETT,TINA DHANWA,"MONDAY, TUESDAY, THURSDAY",9AM - 4PM,
WARREN,2117,OXFORD TWP MUNICIPAL COURT,100 PORT MURRAY RD PORT MURRAY NJ 07865,908-689-7066,9086899004,"CHARLES E CARRO, JMC",IRENE BROWNELL,2ND AND 4TH TUESDAY,8:00AM - 4:00PM,
BERGEN,245,PALISADES PARK MUNICIPAL COURT,275 BROAD AVENUE PALISADES PARK NJ 07650,201-585-4115,2019446129,JOSEPH J ROTOLO,SERINA M RUBERTO,"1ST, 2ND & 3RD THURSDAY",MON - FRI 9:00AM - 4:00PM,
BURLINGTON,328,PALMYRA BORO MUNICIPAL COURT,20 WEST BROAD PALMYRA NJ 08065,856-829-1763,8568290645,COREY E AHART,TRACEY MCGILL,2ND & 4TH THURSDAY,MON - FRI 9:00AM-4:00PM,
BERGEN,246,PARAMUS BORO MUNICIPAL COURT,JOCKISH SQUARE PARAMUS NJ 07652,201-265-2100,2012656428,HON.J MECCA JR/HON.A GALLINA,CYNTHIA A HOLMES,EVERY MONDAY AND WEDNESDAY,M - F 9:00AM - 4:00PM,
BERGEN,247,PARK RIDGE BORO MUNICIPAL CT,12 MERCEDES DRIVE MONTVALE NJ 07645,201-391-5701,2013916239,HARRY D NORTON JR,CATHERINE CULLEN,,MON - FRI 8:30AM - 4:30PM,
MORRIS,1429,PARSIPPANY TROY HILLS MUN CT,3333 RT 46 PARSIPPANY NJ 07054,973-263-4290,9734025641,ANTHONY J FRESE,ALVARO LEAL,TUESDAYS AND THURSDAYS,9:00AM - 4:00PM,
GLOUCESTER,814,PAULSBORO BORO MUNICIPAL COURT,1211 DELAWARE ST PAULSBORO NJ 08066,856-423-3888,8564234787,MARTIN WHITCRAFT,DESTINY JILES-DEBERRY,1ST & 3RD MONDAY,M - F 9:00AM - 2:00PM,
SOMERSET,1815,PEAPACK GLADSTONE MUNICIPAL CT,45 MILLER LANE BEDMINSTER NJ 07921,908-212-7020,9082127006,KATHERINE E HOWES,TERESA N. VAN ALLEN,,MON - FRI 9:00AM - 4:00PM,
BURLINGTON,329,PEMBERTON BORO MUNICIPAL COURT,50 EGBERT STREET PEMBERTON NJ 08068,609-894-8222,6098942378,KRISDEN M MCCRINK,CHRISTINA BOOTH,2ND & 4TH WEDNESDAY,MON - THR 8:30AM - 4:30PM,
BURLINGTON,330,PEMBERTON TWP MUNICIPAL COURT,500 PEMBERTON BROWNS PEMBERTON NJ 08068,609-894-3337,6098942378,CHARLES SHIMBERG,JACQUELINE GLEASON,MONDAYS (EXCEPT HOLIDAYS) 2:00 PM,8:00 AM - 4:30 PM M-F,
MERCER,1108,PENNINGTON BORO MUNICIPAL CT,30 NORTH MAIN STREET PENNINGTON NJ 08534,609-737-1016,6097372014,ERIC M. PERKINS,"MARGARET UMBRO, CMCA",,T - T 5:30PM - 8:30PM,
SALEM,1708,PENNS GROVE MUNICIPAL COURT,1 STATE ST PENNS GROVE NJ 08069,856-299-0911,8562990975,JASON D WITCHER,SHARON O'BRIEN BYE,2 TO 3 FRIDAYS PER MONTH,MON-FRI 9:00AM-3:00PM,
CAMDEN,427,PENNSAUKEN MUNICIPAL COURT,2400 BETHEL AVE PENNSAUKEN NJ 08109,856-663-1403,8566658127,RIAN K HERMAN,MEAGAN PEREZ (ACTING),TUESDAYS,9:00 AM TO 4:00 PM M-F,
SALEM,1705,PENNSVILLE TWP MUNICIPAL COURT,303 HARDING HWY CARNEYS POINT NJ 08069,856-299-1013,8562998926,JASON WITCHER,ANNMARIE BROWN,,MON - FRI 8:30AM - 4:00PM,
MORRIS,1431,PEQUANNOCK TWP MUNICIPAL COURT,530 TPKE POMPTON PLAINS NJ 07444,,9738350435,JOHN A PAPARAZZO,SHELLY GALLAGHER,MONDAYS,8:30AM TO 4:30PM,
MIDDLESEX,1216,PERTH AMBOY MUNICIPAL COURT,361 NEW BRUNSWICK AV PERTH AMBOY NJ 08861,732-442-6011,,KENNETH L GONZALEZ,SOLENNY PENA,,:00 AM - 5:00 PM,
WARREN,2119,PHILLIPSBURG MUNICIPAL COURT,1001 EAST BLVD. ALPHA NJ 08865,908-454-3211,9084540088,GERARD SHAMEY,LAURI KAULIUS,WEDNESDAYS,COURT HELD WEDNESDAY 11:00AM,
SALEM,1709,PILESGROVE JOINT MUNICIPAL CT,180 ROUTE 40 PILESGROVE NJ 08098,856-769-1275,8567698483,NICHOLAS T LACOVARA,DEBRA SCOTT,2ND AND 4TH WEDNESDAYS,M&TH 9AM-1PM TU&W 9AM-3PM,
OCEAN,1522,PINE BEACH BORO MUNICIPAL CT,599 PENNSYLVANIA AVE PINE BEACH NJ 08741,732-349-6453,7322400533,"STACEY D KERR, J.M.C.","LESLEY K. KIRCHGESSNER, CMCA",1ST WEDNESDAY,WEDNESDAY / 5:30 - 7:30 PM,
CAMDEN,428,PINE HILL BORO MUNICIPAL COURT,105 KENNEDY BLVD. SOMERDALE NJ 08083,856-783-0958,8564350420,CHARLES SHIMBERG,JACKIE VICARI,"1ST, 2ND, 3RD TUESDAY",9:00AM - 5:00PM MON-THU,
CAMDEN,429,PINE VALLEY MUNICIPAL COURT,1 CLUB ROAD CLEMENTON NJ 08021,609-767-5400,8567830284,CRAIG S LARSEN,LOUISE STAGLIANO,,CALL COURT,
MIDDLESEX,1217,PISCATAWAY TWP MUNICIPAL COURT,555 SIDNEY RD PISCATAWAY NJ 08854,732-562-2330,7325622386,JAMES P HOEBICH,VANESSA COLON,,9:00AM - 4:00PM,
GLOUCESTER,999999,PITMAN BORO MUNICIPAL COURT,397 MAIN STREET MANTUA NJ 08051,856-468-3078,8564683823,KELLY A CONROY,SARAH POWELL,,MON - FRI 8:30AM - 4:00PM,
GLOUCESTER,1710,PITTSGROVE TOWNSHIP M C,1325 HIGHWAY #77SEABROOK NJ 08302,856-455-8722,8564511379,LAUREN VAN EMBDEN,PATRICIA TURKALI,TUESDAY BEGINNING AT 09:00 AM,9:00AM - 4:00PM M-F,
MIDDLESEX,1218,PLAINSBORO TWP MUNICIPAL COURT,641 PLAINSBORO RD PLAINSBORO NJ 08536,609-799-0863,6099361441,EDWARD H. HERMAN,DANIELLE TANZI,,8:45 AM TO 4:15 PM,
ATLANTIC,119,PLEASANTVILLE MUNICIPAL COURT,18 NORTH FIRST ST PLEASANTVILLE NJ 08232,609-484-3663,6095691032,RICHARD T FAUNTLEROY,CYNTHIA DOUGHTY,MONDAY &7 THURSDAYS,8:00AM - 3:30PM M-F,
WARREN,2120,PLUMSTED TWP MUNICIPAL,121 EVERGREEN ROAD NEW EGYPT NJ 08533,609-758-2241,6097580123,DAMIAN G MURRAY,SANDRA BRODBECK,2ND WEDNESDAY,WED 5:30-7PM,
OCEAN,1523,PLUMSTED TWP MUNICIPAL COURT,121 EVERGREEN ROAD NEW EGYPT NJ 08533,609-758-2241,6097580123,LOUIS P MELLINGER,CYNDI C LEHR,1ST (3) THURSDAYS,MON - FRI 9:00AM - 4:30PM,
OCEAN,1525,POINT PLEASANT BEACH MUN CT,416 NEW JERSEY AVE. PT PLEASANT BCH NJ 08742,732-892-1118,7328920767,ROBERT M. LEPORE,TRACEY MCCRYSTAL,,9:00 AM TO 3:30 PM,
OCEAN,1524,POINT PLEASANT BORO MUN CT,PO BOX 25 PT PLEASANT NJ 08742,732-899-1636,7328927351,PHILIP MILLER,ROBERT MICHALKOWSKI,"1ST,2ND,3RD MONDAY",MON - FRI 9:00AM -3:30PM,
ATLANTIC,120,PORT REPUBLIC MUNICIPAL COURT,5905 MAIN STREET MAYS LANDING NJ 08330,609-909-5999,6099095992,TIMOTHY P MAGUIRE,ANTOINETTE TUMMON,MONDAY-FRIDAY,"MON 4PM-6PM, WED 3:30PM-6PM",
MERCER,1109,PRINCETON BORO MUNICIPAL COURT,400 WITHERSPOON ST PRINCETON NJ 08540,609-924-5042,6099244141,JOHN F MCCARTHY III,SUSAN F SHAPIRO,,9:00AM - 4:00PM,
MERCER,1110,PRINCETON MUNICIPAL COURT,400 WITHERSPOON ST. PRINCETON TWP NJ 08540,609-924-5042,6099244141,JOHN F MCCARTHY III,SUSAN SHAPIRO,,9:00 AM TO 4:00 PM,
SALEM,1711,QUINTON TWP MUNICIPAL COURT,25 WEST AVENUE WOODSTOWN NJ 08098,856-769-2424,8567693307,MARTIN WHITCRAFT,BARBARA GAROZZO,,"M,TU 9A-3:30P,W-T-F 9A-2P",
MORRIS,1432,RANDOLPH TWP MUNICIPAL COURT,502 MILLBROOK AVE RANDOLPH NJ 07869,973-989-7055,9739897076,IRA A. COHEN,CHRISTINE HOPLER,WEDNESDAYS,830AM - 430PM,
SOMERSET,1816,RARITAN BORO MUNICIPAL COURT,22 FIRST ST RARITAN NJ 08869,908-231-1303,9088066478,KATHERINE E HOWES,LINDA LELLA,2ND AND 4TH MONDAYS,8:30 AM - 4:00 PM,
